Brand-Hybrid,YIELD,Location
NUTECH/G2 GENETICS-5Z-1209,166.2522817,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
NUTECH/G2 GENETICS-5Z-510,116.9430416,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
NUTECH/G2 GENETICS-5Z-713,131.071414,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
PHILLIPS-795 VT2Pro,144.6841902,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
PHILLIPS-PSF112 VT3Pro,166.0151503,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
PHILLIPS-PSF121 VT3Pro,150.7273577,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
PHILLIPS-PSF133DGVT2Pro,163.9337092,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
PHILLIPS-PSF141 SS,148.4882338,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
PHILLIPS-PSF143 VT2Pro,152.8523346,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
PHILLIPS-PSF163 VT2Pro,155.8127944,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
PHILLIPS-PSF172VT3Pro,157.8635102,"2014 Hutchinson, Kansas Irrigated Corn Performance Test, Reno County"
AGRIGOLD-A6517VT3PRIB,232.1176344,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
AGRIGOLD-A6553VT3PRIB,224.9572063,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
AGRIGOLD-A6559STXRIB,228.0474624,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
ARMOR-0700,200.8588238,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
ARMOR-1314,213.1696788,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
ARMOR-1414,239.6593199,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
ARMOR-1555,239.3210211,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
ARMOR-1616,240.5751048,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
ARMOR-AXC2108,210.556967,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
ARMOR-AXC3114,248.4669028,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
ARMOR-AXC4110,227.4472697,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
ARMOR-AXT3111,219.0936669,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
ARMOR-AXT4109,217.9966889,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
DEKALB-DKC53-78 SSRIB,171.1400782,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
DEKALB-DKC61-89 RIB,230.7010938,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
DEKALB-DKC64-69 GENVT3P,193.3160642,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
GOLDEN ACRES-G4598,242.9522485,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
GOLDEN ACRES-G5621,228.1586944,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
GOLDEN ACRES-G6611,252.0409032,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
GOLDEN ACRES-G7601,243.0014975,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
LG SEEDS-LG2636VT3PRIB,232.0188297,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
LG SEEDS-LG5607VT2RIB,258.9972781,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
LG SEEDS-LG5618STXRIB,247.091768,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
LG SEEDS-LG5638VT2Pro,251.0261602,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
LG SEEDS-LG5717VT2Pro,231.5272608,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MAT CHECK-LATE,236.1845845,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MAT CHECK-MED,215.4974201,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MIDLAND-344PRW,190.7334865,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MIDLAND-573PRW,226.2017777,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MIDLAND-594PR DG,230.0628335,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MIDLAND-622PR,226.7619269,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MIDLAND-624PRW,238.2542675,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MIDLAND-670PR,214.6657113,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MIDLAND-779PR,220.4471691,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MYCOGEN-2C788,211.9769645,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MYCOGEN-2C799,235.9073483,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MYCOGEN-2V709,238.5299772,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
MYCOGEN-2Y767,219.6699256,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
PHILLIPS-PSF141 SS,247.204074,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
PHILLIPS-PSF143 VT2Pro,230.1466027,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
PHILLIPS-PSF163 VT2Pro,221.5852646,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
PRODUCERS-7198STXRIB,223.0951052,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
PRODUCERS-7213VT2RIB,258.2573166,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
PRODUCERS-7224VT3PRIB,224.3330795,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
PRODUCERS-7268STXRIB,237.348762,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
PRODUCERS-7574VT3PRIB,221.1188571,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
PRODUCERS-7633VT2RIBD1,245.0346657,"2014 Macksville, Kansas Irrigated Corn Performance Test, Stafford County"
DEKALB-DKC53-78 SSRIB,97.32179332,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
DEKALB-DKC61-89 RIB,97.93941223,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
DEKALB-DKC64-69 GENVT3P,71.19191941,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
GOLDEN ACRES-G4655A,98.88704445,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
GOLDEN ACRES-G4678DG,61.856,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
MAT CHECK-LATE,79.17272401,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
MAT CHECK-MED,88.50597675,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
MIDLAND-115PRW,70.52540744,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
MIDLAND-425SS,98.25924852,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
MIDLAND-594PR DG,108.4666502,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
PHILLIPS-PSF003 VT2Pro,106.6489301,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
PHILLIPS-PSF053 VT2Pro,73.80089744,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
PHILLIPS-PSF082 VT3Pro,99.81197267,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
PHILLIPS-PSF112 VT3Pro,80.03496076,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
PHILLIPS-PSF133DGVT2Pro,57.876617,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
PHILLIPS-PSF141 SS,72.12674542,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
UNITY-4814 VT2P-RIB,72.26303085,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
UNITY-5512 SS-RIB,67.65,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
UNITY-5514 SS-RIB,84.108,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
UNITY-5608 SS-RIB,76.20064497,"2014 Hays, Kansas Dryland Corn Performance Test, Ellis County"
AGRIGOLD-A6499STXRIB,202.3277145,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
AGRIGOLD-A6517VT3PRIB,204.2884171,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
AGRIGOLD-A6574STX,212.3919689,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
DEKALB-DKC53-78 SSRIB,180.95,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
DEKALB-DKC61-89 RIB,205.248626,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
DEKALB-DKC64-69 GENVT3P,207.2844098,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
GOLDEN ACRES-G1518,178.75,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
GOLDEN ACRES-G4598,200.8676315,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
GOLDEN ACRES-G5621,225.2642914,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
GOLDEN ACRES-G7601,232.2023444,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
LG SEEDS-LG2602VT3PRIB,182.8609935,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
LG SEEDS-LG2636VT3PRIB,218.2824887,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
LG SEEDS-LG2642VT3PRIB,185.4003261,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
LG SEEDS-LG5618STXRIB,190.5899735,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
LG SEEDS-LG5630VT3PRIB,198.5441602,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
LG SEEDS-LG5701VT3PRIB,197.52,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MAT CHECK-LATE,233.0957,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MAT CHECK-MED,197.355,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MIDLAND-344PRW,189.0894641,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MIDLAND-573PRW,193.915,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MIDLAND-594PR DG,225.0079575,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MIDLAND-622PR,199.99,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MIDLAND-624PRW,210.501012,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MIDLAND-670PR,197.9111613,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MIDLAND-779PR,192.51,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MYCOGEN-2C788,237.395385,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MYCOGEN-2C799,236.9516585,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MYCOGEN-2V709,214.915,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
MYCOGEN-2Y767,203.8186319,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
-71T77,193.9344555,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
-73B33,210.4925615,"2014 Garden City, Kansas Irrigated Corn Performance Test, Finney County"
DEKALB-DKC53-78 SSRIB,202.3231953,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
DEKALB-DKC61-89 RIB,259.6048003,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
DEKALB-DKC64-69 GENVT3P,272.264645,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
GOLDEN ACRES-G1518,233.0844744,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
GOLDEN ACRES-G4598,235.3995095,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
GOLDEN ACRES-G5621,260.2571919,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
LG SEEDS-LG2602VT3PRIB,254.6688804,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
LG SEEDS-LG2636VT3PRIB,231.8941312,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
LG SEEDS-LG5603STX,235.5045767,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
LG SEEDS-LG5612STX,221.1578407,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
LG SEEDS-LG5618STXRIB,258.9835607,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
MAT CHECK-LATE,247.0508806,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
MAT CHECK-MED,253.8527162,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
MYCOGEN-2C788,252.18388,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
MYCOGEN-2C799,253.0230368,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
MYCOGEN-2V709,259.8881177,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
MYCOGEN-2Y767,237.3173102,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
PHILLIPS-PSF143 VT2Pro,248.1620154,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
PHILLIPS-PSF163 VT2Pro,230.9051145,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
PRODUCERS-7198STXRIB,235.311012,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
PRODUCERS-7213VT2RIB,252.3260826,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
PRODUCERS-7224VT3PRIB,235.6271342,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
PRODUCERS-7268STXRIB,250.0137046,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
PRODUCERS-7574VT3PRIB,234.1344351,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
PRODUCERS-7633VT2RIBD1,238.7821211,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
-71T77,179.8815355,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
-73B33,173.568821,"2014 Tribune, Kansas Irrigated Corn Performance Test, Greeley County"
B-H GENETICS-BH 8550SS,261.3012741,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
B-H GENETICS-BH 8688DG2P,315.2683625,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
B-H GENETICS-BH 8700SS,297.4452048,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
B-H GENETICS-XP 7810VT2P,282.9439961,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
DEKALB-DKC53-78 SSRIB,286.738935,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
DEKALB-DKC61-89 RIB,298.3717408,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
DEKALB-DKC64-69 GENVT3P,294.758604,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
GOLDEN ACRES-G1518,258.4367622,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
GOLDEN ACRES-G4598,303.8218958,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
GOLDEN ACRES-G5621,321.7491924,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
LG SEEDS-LG2602VT3PRIB,263.9372018,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
LG SEEDS-LG2636VT3PRIB,270.7761195,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
LG SEEDS-LG2642VT3PRIB,287.8825467,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
LG SEEDS-LG5618STXRIB,290.0424212,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
LG SEEDS-LG5630VT3PRIB,229.8476678,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
MAT CHECK-LATE,267.5970634,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
MAT CHECK-MED,258.2853977,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
MIDLAND-534PRW,281.3910527,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
MIDLAND-573PRW,271.6070251,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
MIDLAND-594PR DG,265.6971542,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
PHILLIPS-PSF143 VT2Pro,329.1358919,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
PHILLIPS-PSF163 VT2Pro,280.890039,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
PRODUCERS-7198STXRIB,280.3717054,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
PRODUCERS-7213VT2RIB,279.2005678,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
PRODUCERS-7224VT3PRIB,285.0850295,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
PRODUCERS-7268STXRIB,276.4516713,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
PRODUCERS-7574VT3PRIB,271.546709,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
PRODUCERS-7633VT2RIBD1,297.1826274,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
UNITY-4814 VT2P-RIB,261.1188183,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
UNITY-5512 SS-RIB,278.0462416,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
UNITY-5514 SS-RIB,302.6692807,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
UNITY-5608 SS-RIB,260.1524688,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
-71T77,266.949686,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
-73B33,271.025043,"2014  Colby, Kansas Irrigated Corn Performance Test, Thomas County"
