"Company","brand_hybrid","sheet","Location","Yield"
"Merschman","M - 1508P - 12","westtbl14.xls","Monmouth",202.3553
"Merschman","M - 1508P - 12","westtbl14.xls","Perry",212.9886
"Miller","M01-41BRGA","northtbl14.xls","DeKalb",240.4589
"Miller","M01-41BRGA","northtbl14.xls","Erie",248.2808
"Miller","M01-41BRGA","northtbl14.xls","Mt.Morris",206.6501
"Miller","M07-65BRGV","northtbl14.xls","DeKalb",231.4044
"Miller","M07-65BRGV","northtbl14.xls","Erie",240.2618
"Miller","M07-65BRGV","northtbl14.xls","Mt.Morris",223.5697
"Miller","M67-85BR","northtbl14.xls","DeKalb",237.9342
"Miller","M67-85BR","northtbl14.xls","Erie",245.6284
"Miller","M67-85BR","northtbl14.xls","Mt.Morris",221.2071
"Munson","6642SS RIB","northtbl14.xls","DeKalb",231.4989
"Munson","6642SS RIB","northtbl14.xls","Erie",253.5332
"Munson","6642SS RIB","northtbl14.xls","Mt.Morris",224.2536
"Munson","6836VT3P RIB","northtbl14.xls","DeKalb",228.4002
"Munson","6836VT3P RIB","northtbl14.xls","Erie",254.0608
"Munson","6836VT3P RIB","northtbl14.xls","Mt.Morris",234.5418
"Munson","6892SS","northtbl14.xls","DeKalb",236.7381
"Munson","6892SS","northtbl14.xls","Erie",270.1725
"Munson","6892SS","northtbl14.xls","Mt.Morris",245.9541
"Munson","6892SS","westtbl14.xls","Monmouth",243.2753
"Munson","6892SS","westtbl14.xls","Perry",246.0249
"Munson","6914SS RIB","northtbl14.xls","DeKalb",232.8435
"Munson","6914SS RIB","northtbl14.xls","Erie",257.4486
"Munson","6914SS RIB","northtbl14.xls","Mt.Morris",229.6107
"Munson","7055-3000GT","westtbl14.xls","Monmouth",236.2819
"Munson","7055-3000GT","westtbl14.xls","Perry",227.4462
"Munson","7084SS","northtbl14.xls","DeKalb",248.7331
"Munson","7084SS","northtbl14.xls","Erie",266.1076
"Munson","7084SS","northtbl14.xls","Mt.Morris",237.9038
"Munson","7084SS","westtbl14.xls","Monmouth",255.745
"Munson","7084SS","westtbl14.xls","Perry",248.5619
"Munson","7149SS","northtbl14.xls","DeKalb",244.9741
"Munson","7149SS","northtbl14.xls","Erie",246.8604
"Munson","7149SS","northtbl14.xls","Mt.Morris",221.4386
"Munson","7149SS","westtbl14.xls","Monmouth",234.5226
"Munson","7149SS","westtbl14.xls","Perry",243.5659
"Munson","7218VT3P","northtbl14.xls","DeKalb",220.207
"Munson","7218VT3P","northtbl14.xls","Erie",254.8104
"Munson","7218VT3P","northtbl14.xls","Mt.Morris",242.6467
"Munson","7218VT3P","westtbl14.xls","Monmouth",240.5531
"Munson","7218VT3P","westtbl14.xls","Perry",231.401
"Munson","7252VT2P","northtbl14.xls","DeKalb",234.1717
"Munson","7252VT2P","northtbl14.xls","Erie",276.8467
"Munson","7252VT2P","northtbl14.xls","Mt.Morris",244.1648
"Munson","7252VT2P","westtbl14.xls","Monmouth",260.8031
"Munson","7252VT2P","westtbl14.xls","Perry",250.6042
"Munson","7322VT3P RIB","northtbl14.xls","DeKalb",244.2401
"Munson","7322VT3P RIB","northtbl14.xls","Erie",252.9773
"Munson","7322VT3P RIB","northtbl14.xls","Mt.Morris",229.7767
"Munson","7322VT3P RIB","westtbl14.xls","Monmouth",235.3755
"Munson","7322VT3P RIB","westtbl14.xls","Perry",245.8596
"Munson","7397SS RIB","northtbl14.xls","DeKalb",220.7547
"Munson","7397SS RIB","northtbl14.xls","Erie",264.3896
"Munson","7397SS RIB","northtbl14.xls","Mt.Morris",229.7091
"Munson","7397SS RIB","westtbl14.xls","Monmouth",239.364
"Munson","7397SS RIB","westtbl14.xls","Perry",234.4735
"Munson","7400SS RIB","northtbl14.xls","DeKalb",227.1196
"Munson","7400SS RIB","northtbl14.xls","Erie",251.6801
"Munson","7400SS RIB","northtbl14.xls","Mt.Morris",231.9213
"Munson","7400SS RIB","westtbl14.xls","Monmouth",249.7422
"Munson","7400SS RIB","westtbl14.xls","Perry",231.9877
"Munson","7595VT3P RIB","westtbl14.xls","Monmouth",254.7146
"Munson","7595VT3P RIB","westtbl14.xls","Perry",207.9613
"Mycogen","2A627","northtbl14.xls","DeKalb",238.9572
"Mycogen","2A627","northtbl14.xls","Erie",244.0123
"Mycogen","2A627","northtbl14.xls","Mt.Morris",224.2933
"Mycogen","2A749","easttbl14.xls","Dwight",241.5136
"Mycogen","2A749","easttbl14.xls","Goodfield",253.5025
"Mycogen","2A749","easttbl14.xls","Urbana",242.0139
"Mycogen","2A749","westtbl14.xls","Monmouth",238.1568
"Mycogen","2A749","westtbl14.xls","Perry",238.5775
"Mycogen","2C788","easttbl14.xls","Dwight",221.8684
"Mycogen","2C788","easttbl14.xls","Goodfield",241.6441
"Mycogen","2C788","easttbl14.xls","Urbana",235.0113
"Mycogen","2C788","southtbl14.xls","Belleville",229.819
"Mycogen","2C788","southtbl14.xls","St.Peter",196.8235
"Mycogen","2C788","westtbl14.xls","Monmouth",226.3748
"Mycogen","2C788","westtbl14.xls","Perry",208.4132
"Mycogen","2C799","easttbl14.xls","Dwight",244.7788
"Mycogen","2C799","easttbl14.xls","Goodfield",250.9154
"Mycogen","2C799","easttbl14.xls","Urbana",245.438
"Mycogen","2C799","northtbl14.xls","DeKalb",231.7901
"Mycogen","2C799","northtbl14.xls","Erie",248.8461
"Mycogen","2C799","northtbl14.xls","Mt.Morris",232.5567
"Mycogen","2C799","southtbl14.xls","Belleville",241.7852
"Mycogen","2C799","southtbl14.xls","St.Peter",203.2981
"Mycogen","2C799","westtbl14.xls","Monmouth",233.6645
"Mycogen","2C799","westtbl14.xls","Perry",242.9165
"Mycogen","2V709","easttbl14.xls","Dwight",229.9644
"Mycogen","2V709","easttbl14.xls","Goodfield",247.6023
"Mycogen","2V709","easttbl14.xls","Urbana",218.4264
"Mycogen","2V709","northtbl14.xls","DeKalb",208.6585
"Mycogen","2V709","northtbl14.xls","Erie",239.9324
"Mycogen","2V709","northtbl14.xls","Mt.Morris",223.9596
"Mycogen","2V709","southtbl14.xls","Belleville",235.5803
"Mycogen","2V709","southtbl14.xls","St.Peter",206.2803
"Mycogen","2V709","westtbl14.xls","Monmouth",229.1665
"Mycogen","2V709","westtbl14.xls","Perry",235.0343
"Mycogen","2Y669","northtbl14.xls","DeKalb",241.9784
"Mycogen","2Y669","northtbl14.xls","Erie",264.9768
"Mycogen","2Y669","northtbl14.xls","Mt.Morris",213.8769
"Mycogen","2Y744","southtbl14.xls","Belleville",230.7347
"Mycogen","2Y744","southtbl14.xls","St.Peter",180.1218
"NuTech/G2 Genetics","3F-515™","easttbl14.xls","Dwight",240.9984
"NuTech/G2 Genetics","3F-515™","easttbl14.xls","Goodfield",261.1386
"NuTech/G2 Genetics","3F-515™","easttbl14.xls","Urbana",249.8233
"NuTech/G2 Genetics","3F-515™","southtbl14.xls","Belleville",233.6258
"NuTech/G2 Genetics","3F-515™","southtbl14.xls","St.Peter",190.3842
"NuTech/G2 Genetics","3F-515™","westtbl14.xls","Monmouth",237.8159
"NuTech/G2 Genetics","3F-515™","westtbl14.xls","Perry",224.7995
"NuTech/G2 Genetics","3F-814™","easttbl14.xls","Dwight",252.4661
"NuTech/G2 Genetics","3F-814™","easttbl14.xls","Goodfield",270.3846
"NuTech/G2 Genetics","3F-814™","easttbl14.xls","Urbana",263.7244
"NuTech/G2 Genetics","3F-814™","southtbl14.xls","Belleville",236.2967
"NuTech/G2 Genetics","3F-814™","southtbl14.xls","St.Peter",197.4032
"NuTech/G2 Genetics","3F-814™","westtbl14.xls","Monmouth",245.7829
"NuTech/G2 Genetics","3F-814™","westtbl14.xls","Perry",253.5003
"NuTech/G2 Genetics","5D-109™","easttbl14.xls","Dwight",252.1343
"NuTech/G2 Genetics","5D-109™","easttbl14.xls","Goodfield",266.7459
"NuTech/G2 Genetics","5D-109™","easttbl14.xls","Urbana",235.4055
"NuTech/G2 Genetics","5D-109™","northtbl14.xls","DeKalb",233.1782
"NuTech/G2 Genetics","5D-109™","northtbl14.xls","Erie",249.367
"NuTech/G2 Genetics","5D-109™","northtbl14.xls","Mt.Morris",216.4448
"NuTech/G2 Genetics","5D-109™","westtbl14.xls","Monmouth",239.6144
"NuTech/G2 Genetics","5D-109™","westtbl14.xls","Perry",223.9957
"NuTech/G2 Genetics","5F-008™","northtbl14.xls","DeKalb",239.1117
"NuTech/G2 Genetics","5F-008™","northtbl14.xls","Erie",262.0769
"NuTech/G2 Genetics","5F-008™","northtbl14.xls","Mt.Morris",229.8071
"NuTech/G2 Genetics","5F-113™","easttbl14.xls","Dwight",236.589
"NuTech/G2 Genetics","5F-113™","easttbl14.xls","Goodfield",250.4548
"NuTech/G2 Genetics","5F-113™","easttbl14.xls","Urbana",257.587
"NuTech/G2 Genetics","5F-113™","southtbl14.xls","Belleville",236.1461
"NuTech/G2 Genetics","5F-113™","southtbl14.xls","St.Peter",195.9205
"NuTech/G2 Genetics","5F-113™","westtbl14.xls","Monmouth",245.5644
"NuTech/G2 Genetics","5F-113™","westtbl14.xls","Perry",239.3419
"NuTech/G2 Genetics","5F-512™","easttbl14.xls","Dwight",255.2127
"NuTech/G2 Genetics","5F-512™","easttbl14.xls","Goodfield",268.497
"NuTech/G2 Genetics","5F-512™","easttbl14.xls","Urbana",240.6184
"NuTech/G2 Genetics","5F-512™","westtbl14.xls","Monmouth",240.4081
"NuTech/G2 Genetics","5F-512™","westtbl14.xls","Perry",232.5605
"NuTech/G2 Genetics","5F-709™","easttbl14.xls","Dwight",261.366
"NuTech/G2 Genetics","5F-709™","easttbl14.xls","Goodfield",276.5111
"NuTech/G2 Genetics","5F-709™","easttbl14.xls","Urbana",247.4861
"NuTech/G2 Genetics","5F-709™","northtbl14.xls","DeKalb",250.7783
"NuTech/G2 Genetics","5F-709™","northtbl14.xls","Erie",273.8153
"NuTech/G2 Genetics","5F-709™","northtbl14.xls","Mt.Morris",240.4445
"NuTech/G2 Genetics","5F-709™","westtbl14.xls","Monmouth",252.6781
"NuTech/G2 Genetics","5F-709™","westtbl14.xls","Perry",248.6894
"NuTech/G2 Genetics","5F-805™","northtbl14.xls","DeKalb",239.1438
"NuTech/G2 Genetics","5F-805™","northtbl14.xls","Erie",254.955
"NuTech/G2 Genetics","5F-805™","northtbl14.xls","Mt.Morris",223.1825
"NuTech/G2 Genetics","5F-811™","easttbl14.xls","Dwight",264.7975
"NuTech/G2 Genetics","5F-811™","easttbl14.xls","Goodfield",271.3185
"NuTech/G2 Genetics","5F-811™","easttbl14.xls","Urbana",240.2268
"NuTech/G2 Genetics","5F-811™","westtbl14.xls","Monmouth",227.0137
"NuTech/G2 Genetics","5F-811™","westtbl14.xls","Perry",234.0124
"NuTech/G2 Genetics","5H-216™","southtbl14.xls","Belleville",236.4257
"NuTech/G2 Genetics","5H-216™","southtbl14.xls","St.Peter",186.6519
"NuTech/G2 Genetics","5H-806™","northtbl14.xls","DeKalb",254.0289
"NuTech/G2 Genetics","5H-806™","northtbl14.xls","Erie",254.561
"NuTech/G2 Genetics","5H-806™","northtbl14.xls","Mt.Morris",247.6877
"NuTech/G2 Genetics","5H-905","northtbl14.xls","DeKalb",245.8166
"NuTech/G2 Genetics","5H-905","northtbl14.xls","Erie",254.407
"NuTech/G2 Genetics","5H-905","northtbl14.xls","Mt.Morris",225.9941
"NuTech/G2 Genetics","5V-0705","easttbl14.xls","Dwight",241.3934
"NuTech/G2 Genetics","5V-0705","easttbl14.xls","Goodfield",254.2543
"NuTech/G2 Genetics","5V-0705","easttbl14.xls","Urbana",225.2937
"NuTech/G2 Genetics","5V-0705","northtbl14.xls","DeKalb",224.5855
"NuTech/G2 Genetics","5V-0705","northtbl14.xls","Erie",235.3296
"NuTech/G2 Genetics","5V-0705","northtbl14.xls","Mt.Morris",217.0087
"NuTech/G2 Genetics","5V-0705","westtbl14.xls","Monmouth",215.6165
"NuTech/G2 Genetics","5V-0705","westtbl14.xls","Perry",235.7366
"NuTech/G2 Genetics","5Z-0801","easttbl14.xls","Dwight",256.8199
"NuTech/G2 Genetics","5Z-0801","easttbl14.xls","Goodfield",271.7804
"NuTech/G2 Genetics","5Z-0801","easttbl14.xls","Urbana",253.7181
"NuTech/G2 Genetics","5Z-0801","northtbl14.xls","DeKalb",230.6554
"NuTech/G2 Genetics","5Z-0801","northtbl14.xls","Erie",268.4336
"NuTech/G2 Genetics","5Z-0801","northtbl14.xls","Mt.Morris",221.7176
"NuTech/G2 Genetics","5Z-0801","westtbl14.xls","Monmouth",258.3354
"NuTech/G2 Genetics","5Z-0801","westtbl14.xls","Perry",251.276
"NuTech/G2 Genetics","5Z-0906","easttbl14.xls","Dwight",263.4255
"NuTech/G2 Genetics","5Z-0906","easttbl14.xls","Goodfield",285.0147
"NuTech/G2 Genetics","5Z-0906","easttbl14.xls","Urbana",235.8665
"NuTech/G2 Genetics","5Z-0906","northtbl14.xls","DeKalb",229.0411
"NuTech/G2 Genetics","5Z-0906","northtbl14.xls","Erie",290.5174
"NuTech/G2 Genetics","5Z-0906","northtbl14.xls","Mt.Morris",244.35
"NuTech/G2 Genetics","5Z-0906","westtbl14.xls","Monmouth",259.9206
"NuTech/G2 Genetics","5Z-0906","westtbl14.xls","Perry",242.9751
"NuTech/G2 Genetics","5Z-111™","easttbl14.xls","Dwight",242.8263
"NuTech/G2 Genetics","5Z-111™","easttbl14.xls","Goodfield",265.0855
"NuTech/G2 Genetics","5Z-111™","easttbl14.xls","Urbana",250.7975
"NuTech/G2 Genetics","5Z-111™","westtbl14.xls","Monmouth",230.3131
"NuTech/G2 Genetics","5Z-111™","westtbl14.xls","Perry",203.308
"NuTech/G2 Genetics","5Z-510™","easttbl14.xls","Dwight",281.9057
"NuTech/G2 Genetics","5Z-510™","easttbl14.xls","Goodfield",270.5506
"NuTech/G2 Genetics","5Z-510™","easttbl14.xls","Urbana",241.5503
"NuTech/G2 Genetics","5Z-510™","westtbl14.xls","Monmouth",250.8812
"NuTech/G2 Genetics","5Z-510™","westtbl14.xls","Perry",257.7435
"NuTech/G2 Genetics","5Z-707™","easttbl14.xls","Dwight",235.5094
"NuTech/G2 Genetics","5Z-707™","easttbl14.xls","Goodfield",252.4941
"NuTech/G2 Genetics","5Z-707™","easttbl14.xls","Urbana",242.3093
"NuTech/G2 Genetics","5Z-707™","northtbl14.xls","DeKalb",234.2179
"NuTech/G2 Genetics","5Z-707™","northtbl14.xls","Erie",260.0275
"NuTech/G2 Genetics","5Z-707™","northtbl14.xls","Mt.Morris",219.9405
"NuTech/G2 Genetics","5Z-707™","westtbl14.xls","Monmouth",229.1816
"NuTech/G2 Genetics","5Z-707™","westtbl14.xls","Perry",227.8189
"NuTech/G2 Genetics","5Z-713™","easttbl14.xls","Dwight",267.1211
"NuTech/G2 Genetics","5Z-713™","easttbl14.xls","Goodfield",286.4472
"NuTech/G2 Genetics","5Z-713™","easttbl14.xls","Urbana",268.7037
"NuTech/G2 Genetics","5Z-713™","southtbl14.xls","Belleville",272.0763
"NuTech/G2 Genetics","5Z-713™","southtbl14.xls","St.Peter",199.9187
"NuTech/G2 Genetics","5Z-713™","westtbl14.xls","Monmouth",262.5936
"NuTech/G2 Genetics","5Z-713™","westtbl14.xls","Perry",240.617
"Phoenix","5552EZ**","easttbl14.xls","Dwight",244.975
"Phoenix","5552EZ**","easttbl14.xls","Goodfield",250.5512
"Phoenix","5552EZ**","easttbl14.xls","Urbana",233.2023
"Phoenix","5552EZ**","northtbl14.xls","DeKalb",212.6615
"Phoenix","5552EZ**","northtbl14.xls","Erie",247.8321
"Phoenix","5552EZ**","northtbl14.xls","Mt.Morris",220.2804
"Phoenix","5552EZ**","westtbl14.xls","Monmouth",235.1493
"Phoenix","5552EZ**","westtbl14.xls","Perry",232.1826
"Phoenix","5832A3","southtbl14.xls","Belleville",257.7991
"Phoenix","5832A3","southtbl14.xls","St.Peter",212.0794
"Phoenix","6542A4**","easttbl14.xls","Dwight",245.0144
"Phoenix","6542A4**","easttbl14.xls","Goodfield",282.9086
"Phoenix","6542A4**","easttbl14.xls","Urbana",236.7259
"Phoenix","6542A4**","southtbl14.xls","Belleville",241.6731
"Phoenix","6542A4**","southtbl14.xls","St.Peter",205.1587
"Phoenix","6542A4**","westtbl14.xls","Monmouth",249.948
"Phoenix","6542A4**","westtbl14.xls","Perry",220.8553
"Power Plus","2V56 AMX","northtbl14.xls","DeKalb",216.793
"Power Plus","2V56 AMX","northtbl14.xls","Erie",249.7755
"Power Plus","2V56 AMX","northtbl14.xls","Mt.Morris",246.3263
"Power Plus","4G46 AMX","easttbl14.xls","Dwight",246.4068
"Power Plus","4G46 AMX","easttbl14.xls","Goodfield",259.1703
"Power Plus","4G46 AMX","easttbl14.xls","Urbana",240.5981
"Power Plus","4G46 AMX","northtbl14.xls","DeKalb",232.3301
"Power Plus","4G46 AMX","northtbl14.xls","Erie",254.2805
"Power Plus","4G46 AMX","northtbl14.xls","Mt.Morris",235.8633
"Power Plus","4G46 AMX","westtbl14.xls","Monmouth",242.4172
"Power Plus","4G46 AMX","westtbl14.xls","Perry",230.2548
"Power Plus","4J95 AMX","easttbl14.xls","Dwight",266.1617
"Power Plus","4J95 AMX","easttbl14.xls","Goodfield",267.5103
"Power Plus","4J95 AMX","easttbl14.xls","Urbana",244.1933
"Power Plus","4J95 AMX","northtbl14.xls","DeKalb",256.0393
"Power Plus","4J95 AMX","northtbl14.xls","Erie",281.0411
"Power Plus","4J95 AMX","northtbl14.xls","Mt.Morris",236.14
"Power Plus","4J95 AMX","westtbl14.xls","Monmouth",252.9535
"Power Plus","4J95 AMX","westtbl14.xls","Perry",246.5083
"Power Plus","4Y27 AMX","northtbl14.xls","DeKalb",232.7675
"Power Plus","4Y27 AMX","northtbl14.xls","Erie",245.548
"Power Plus","4Y27 AMX","northtbl14.xls","Mt.Morris",220.7605
"Power Plus","5C17 AMXT","easttbl14.xls","Dwight",265.5469
"Power Plus","5C17 AMXT","easttbl14.xls","Goodfield",277.0883
"Power Plus","5C17 AMXT","easttbl14.xls","Urbana",268.1578
"Power Plus","5C17 AMXT","northtbl14.xls","DeKalb",260.1275
"Power Plus","5C17 AMXT","northtbl14.xls","Erie",275.4398
"Power Plus","5C17 AMXT","northtbl14.xls","Mt.Morris",255.9291
"Power Plus","5C17 AMXT","southtbl14.xls","Belleville",245.1417
"Power Plus","5C17 AMXT","southtbl14.xls","St.Peter",205.4601
"Power Plus","5C17 AMXT","westtbl14.xls","Monmouth",248.1302
"Power Plus","5C17 AMXT","westtbl14.xls","Perry",251.6507
"Power Plus","6F74 AMX","easttbl14.xls","Dwight",246.823
"Power Plus","6F74 AMX","easttbl14.xls","Goodfield",260.6467
"Power Plus","6F74 AMX","easttbl14.xls","Urbana",243.18
"Power Plus","6F74 AMX","southtbl14.xls","Belleville",223.482
"Power Plus","6F74 AMX","southtbl14.xls","St.Peter",188.8838
"Power Plus","6F74 AMX","westtbl14.xls","Monmouth",240.7672
"Power Plus","6F74 AMX","westtbl14.xls","Perry",241.0276
"Power Plus","6N83 AM","southtbl14.xls","Belleville",233.7938
"Power Plus","6N83 AM","southtbl14.xls","St.Peter",185.6234
"Power Plus","6P75 AMXT","easttbl14.xls","Dwight",276.232
"Power Plus","6P75 AMXT","easttbl14.xls","Goodfield",277.7846
"Power Plus","6P75 AMXT","easttbl14.xls","Urbana",239.9025
"Power Plus","6P75 AMXT","northtbl14.xls","DeKalb",243.8468
"Power Plus","6P75 AMXT","northtbl14.xls","Erie",248.2037
"Power Plus","6P75 AMXT","northtbl14.xls","Mt.Morris",241.2328
"Power Plus","6P75 AMXT","southtbl14.xls","Belleville",251.3656
"Power Plus","6P75 AMXT","southtbl14.xls","St.Peter",184.374
"Power Plus","6P75 AMXT","westtbl14.xls","Monmouth",243.2138
"Power Plus","6P75 AMXT","westtbl14.xls","Perry",244.7605
"Power Plus","7A18 AMX","easttbl14.xls","Dwight",256.7087
"Power Plus","7A18 AMX","easttbl14.xls","Goodfield",264.6533
"Power Plus","7A18 AMX","easttbl14.xls","Urbana",246.4047
"Power Plus","7A18 AMX","southtbl14.xls","Belleville",247.8035
"Power Plus","7A18 AMX","southtbl14.xls","St.Peter",186.0467
"Power Plus","7A18 AMX","westtbl14.xls","Monmouth",255.2321
"Power Plus","7A18 AMX","westtbl14.xls","Perry",226.4215
"Power Plus","7H23 AM","southtbl14.xls","Belleville",254.348
"Power Plus","7H23 AM","southtbl14.xls","St.Peter",202.6327
"Power Plus","X4V45 AM","southtbl14.xls","Belleville",235.0176
"Power Plus","X4V45 AM","southtbl14.xls","St.Peter",198.3833
"Renk","RK752SSTX","northtbl14.xls","DeKalb",234.099
"Renk","RK752SSTX","northtbl14.xls","Erie",269.6544
"Renk","RK752SSTX","northtbl14.xls","Mt.Morris",224.0705
"Renk","RK776SSTX","northtbl14.xls","DeKalb",229.0825
"Renk","RK776SSTX","northtbl14.xls","Erie",262.0791
"Renk","RK776SSTX","northtbl14.xls","Mt.Morris",229.8016
"Renk","RK791SSTX","northtbl14.xls","DeKalb",227.9732
"Renk","RK791SSTX","northtbl14.xls","Erie",257.2098
"Renk","RK791SSTX","northtbl14.xls","Mt.Morris",233.0606
"Renk","RK834SSTX","northtbl14.xls","DeKalb",235.0389
"Renk","RK834SSTX","northtbl14.xls","Erie",256.8328
"Renk","RK834SSTX","northtbl14.xls","Mt.Morris",222.5491
"Renk","RK858VT3P","easttbl14.xls","Dwight",241.1473
"Renk","RK858VT3P","easttbl14.xls","Goodfield",263.5002
"Renk","RK858VT3P","easttbl14.xls","Urbana",244.2661
"Renk","RK858VT3P","westtbl14.xls","Monmouth",246.5117
"Renk","RK858VT3P","westtbl14.xls","Perry",256.978
"Renk","RK860VT3P","easttbl14.xls","Dwight",235.4515
"Renk","RK860VT3P","easttbl14.xls","Goodfield",266.0832
"Renk","RK860VT3P","easttbl14.xls","Urbana",254.3781
"Renk","RK860VT3P","northtbl14.xls","DeKalb",227.2478
"Renk","RK860VT3P","northtbl14.xls","Erie",266.1337
"Renk","RK860VT3P","northtbl14.xls","Mt.Morris",220.0214
"Renk","RK860VT3P","westtbl14.xls","Monmouth",240.7443
"Renk","RK860VT3P","westtbl14.xls","Perry",239.0933
"Renk","RK890SSTX","easttbl14.xls","Dwight",247.0708
"Renk","RK890SSTX","easttbl14.xls","Goodfield",249.3152
"Renk","RK890SSTX","easttbl14.xls","Urbana",249.8899
"Renk","RK890SSTX","westtbl14.xls","Monmouth",248.5178
"Renk","RK890SSTX","westtbl14.xls","Perry",236.1859
"Renk","RK898SSTX","easttbl14.xls","Dwight",238.335
"Renk","RK898SSTX","easttbl14.xls","Goodfield",254.1945
"Renk","RK898SSTX","easttbl14.xls","Urbana",231.7639
"Renk","RK898SSTX","westtbl14.xls","Monmouth",244.1117
"Renk","RK898SSTX","westtbl14.xls","Perry",231.4868
"Renk","RK941SSTX","easttbl14.xls","Dwight",241.5768
"Renk","RK941SSTX","easttbl14.xls","Goodfield",259.8554
"Renk","RK941SSTX","easttbl14.xls","Urbana",238.5506
"Renk","RK941SSTX","westtbl14.xls","Monmouth",255.4455
"Renk","RK941SSTX","westtbl14.xls","Perry",243.9392
"Roeschley","Rx03-35SS","northtbl14.xls","DeKalb",226.4172
"Roeschley","Rx03-35SS","northtbl14.xls","Erie",245.5347
"Roeschley","Rx03-35SS","northtbl14.xls","Mt.Morris",226.5454
"Roeschley","Rx215VT3P","northtbl14.xls","DeKalb",239.8444
"Roeschley","Rx215VT3P","northtbl14.xls","Erie",273.1568
"Roeschley","Rx215VT3P","northtbl14.xls","Mt.Morris",240.1673
"Roeschley","Rx436SS","easttbl14.xls","Dwight",265.9242
"Roeschley","Rx436SS","easttbl14.xls","Goodfield",268.745
"Roeschley","Rx436SS","easttbl14.xls","Urbana",251.8631
"Roeschley","Rx436SS","westtbl14.xls","Monmouth",260.3475
"Roeschley","Rx436SS","westtbl14.xls","Perry",243.6801
"Roeschley","Rx720SS","easttbl14.xls","Dwight",240.1758
"Roeschley","Rx720SS","easttbl14.xls","Goodfield",251.3733
"Roeschley","Rx720SS","easttbl14.xls","Urbana",244.9719
"Roeschley","Rx720SS","westtbl14.xls","Monmouth",244.6677
"Roeschley","Rx720SS","westtbl14.xls","Perry",248.3966
"Roeschley","Rx760SS","easttbl14.xls","Dwight",242.2238
"Roeschley","Rx760SS","easttbl14.xls","Goodfield",260.214
"Roeschley","Rx760SS","easttbl14.xls","Urbana",226.8401
"Roeschley","Rx760SS","westtbl14.xls","Monmouth",234.53
"Roeschley","Rx760SS","westtbl14.xls","Perry",239.6864
"Roeschley","Rx850SS","easttbl14.xls","Dwight",251.5463
"Roeschley","Rx850SS","easttbl14.xls","Goodfield",269.5868
"Roeschley","Rx850SS","easttbl14.xls","Urbana",237.3819
"Roeschley","Rx850SS","westtbl14.xls","Monmouth",248.0431
"Roeschley","Rx850SS","westtbl14.xls","Perry",227.357
"SGI","SGI 3100","southtbl14.xls","Belleville",164.9863
"SGI","SGI 3100","southtbl14.xls","St.Peter",121.3649
"Steyer","10703 SS","northtbl14.xls","DeKalb",243.6114
"Steyer","10703 SS","northtbl14.xls","Erie",268.35
"Steyer","10703 SS","northtbl14.xls","Mt.Morris",232.8655
"Steyer","10904 SS","easttbl14.xls","Dwight",225.6002
"Steyer","10904 SS","easttbl14.xls","Goodfield",248.9501
"Steyer","10904 SS","easttbl14.xls","Urbana",236.0624
"Steyer","10904 SS","northtbl14.xls","DeKalb",227.3287
"Steyer","10904 SS","northtbl14.xls","Erie",256.1738
"Steyer","10904 SS","northtbl14.xls","Mt.Morris",225.8962
"Steyer","10904 SS","westtbl14.xls","Monmouth",232.6701
"Steyer","10904 SS","westtbl14.xls","Perry",232.6448
"Steyer","11103 SS","easttbl14.xls","Dwight",243.9836
"Steyer","11103 SS","easttbl14.xls","Goodfield",246.8739
"Steyer","11103 SS","easttbl14.xls","Urbana",221.0537
"Steyer","11103 SS","northtbl14.xls","DeKalb",225.5866
"Steyer","11103 SS","northtbl14.xls","Erie",252.8195
"Steyer","11103 SS","northtbl14.xls","Mt.Morris",226.553
"Steyer","11103 SS","westtbl14.xls","Monmouth",229.8367
"Steyer","11103 SS","westtbl14.xls","Perry",222.3714
"Steyer","11208 Vt3P","easttbl14.xls","Dwight",246.9174
"Steyer","11208 Vt3P","easttbl14.xls","Goodfield",260.6306
"Steyer","11208 Vt3P","easttbl14.xls","Urbana",250.3512
"Steyer","11208 Vt3P","southtbl14.xls","Belleville",235.2126
"Steyer","11208 Vt3P","southtbl14.xls","St.Peter",187.4427
"Steyer","11208 Vt3P","westtbl14.xls","Monmouth",235.8339
"Steyer","11208 Vt3P","westtbl14.xls","Perry",240.5347
"Steyer","11304 SS","easttbl14.xls","Dwight",240.4722
"Steyer","11304 SS","easttbl14.xls","Goodfield",249.7085
"Steyer","11304 SS","easttbl14.xls","Urbana",235.9146
"Steyer","11304 SS","southtbl14.xls","Belleville",243.8263
"Steyer","11304 SS","southtbl14.xls","St.Peter",190.0516
"Steyer","11304 SS","westtbl14.xls","Monmouth",239.6648
"Steyer","11304 SS","westtbl14.xls","Perry",219.1864
"Steyer","11406 SS","easttbl14.xls","Dwight",240.5346
"Steyer","11406 SS","easttbl14.xls","Goodfield",257.0741
"Steyer","11406 SS","easttbl14.xls","Urbana",245.3733
"Steyer","11406 SS","westtbl14.xls","Monmouth",223.8264
"Steyer","11406 SS","westtbl14.xls","Perry",240.6527
"Steyer","11504 Vt2","southtbl14.xls","Belleville",256.7227
"Steyer","11504 Vt2","southtbl14.xls","St.Peter",204.8014
"Stone","5418RIB","northtbl14.xls","DeKalb",248.0219
"Stone","5418RIB","northtbl14.xls","Erie",261.8587
"Stone","5418RIB","northtbl14.xls","Mt.Morris",243.5105
